Date,0C Magnetic Field - X ([nT]),0B Magnetic Field - Y ([nT]),0A Magnetic Field - Z ([nT]),
2016-01-20 05:59:00,19947.8,3527.40000000002,51739,
2016-01-20 06:00:00,19894,3554.19999999999,51712.2,
2016-01-20 06:01:00,19545,3876.4,51470.6,
2016-01-20 06:02:00,-22498.8,5581.79999999999,20169.4,
2016-01-20 06:03:00,10400.4,6521.80000000002,47764.4,
2016-01-20 06:04:00,11071.8,6548.59999999999,47401.8,
2016-01-20 06:05:00,11353.6,6226.39999999999,47724,
2016-01-20 06:06:00,11407.4,6159.20000000001,47831.4,
2016-01-20 06:07:00,11461.2,6199.60000000001,47777.8,
2016-01-20 06:08:00,11514.8,6132.39999999999,47818,
2016-01-20 06:09:00,11488,6172.60000000001,47831.4,
2016-01-20 06:10:00,11528.2,6132.39999999999,47831.4,
2016-01-20 06:11:00,11514.8,6159.20000000001,47831.4,
2016-01-20 06:12:00,11501.4,6186.00000000002,47804.6,
2016-01-20 06:13:00,11541.6,6159.20000000001,47831.4,
2016-01-20 06:14:00,11541.6,6186.00000000002,47777.8,
2016-01-20 06:15:00,11568.6,6159.20000000001,47791.2,
2016-01-20 06:16:00,11420.8,6629.20000000002,47401.8,
2016-01-20 06:17:00,-49610.4,19305.4,-136148.66,
2016-01-20 06:18:00,-49932.8,19601,-136444.08,
2016-01-20 06:19:00,-49946.2,19627.8,-136484.36,
2016-01-20 06:20:00,-49637.4,19265.2,-136148.66,
2016-01-20 06:21:00,-49691,19332.4,-136162.1,
2016-01-20 06:22:00,-49650.8,19238.4,-136081.52,
2016-01-20 06:23:00,-49650.8,19251.8,-136108.38,
2016-01-20 06:24:00,-49731.2,19332.4,-136188.96,
2016-01-20 06:25:00,-49637.4,19238.4,-136094.96,
2016-01-20 06:26:00,-49637.4,19238.4,-136121.8,
2016-01-20 06:27:00,-49664.2,19251.8,-136108.38,
2016-01-20 06:28:00,-49704.4,19292,-136162.1,
2016-01-20 06:29:00,-49570.2,19184.6,-136135.24,
2016-01-20 06:30:00,-49556.8,19144.4,-136094.96,
2016-01-20 06:31:00,-49905.8,19493.4,-136470.94,
2016-01-20 06:32:00,15650.8,4601.59999999998,51376.6,
2016-01-20 06:33:00,16577.2,4655.20000000001,51054.2,
2016-01-20 06:34:00,16604.2,4695.60000000002,51108,
2016-01-20 06:35:00,17007,4252.40000000002,51497.4,
2016-01-20 06:36:00,17503.8,4252.40000000002,51484,
2016-01-20 06:37:00,17544.2,4239.00000000001,51484,
2016-01-20 06:38:00,17597.8,4198.79999999999,51537.6,
2016-01-20 06:39:00,17557.6,4225.6,51578,
2016-01-20 06:40:00,17490.4,4292.79999999998,51484,
2016-01-20 06:41:00,17477,4279.19999999999,51524.2,
2016-01-20 06:42:00,17530.6,4265.79999999998,51510.8,
2016-01-20 06:43:00,17450.2,4346.40000000001,51390,
2016-01-20 06:44:00,17490.4,4265.79999999998,51537.6,
2016-01-20 06:45:00,17503.8,4279.19999999999,51510.8,
2016-01-20 06:46:00,17195,4614.99999999999,51202,
2016-01-20 06:47:00,-49691,19399.4,-136175.52,
2016-01-20 06:48:00,-50040.2,19721.8,-136497.8,
2016-01-20 06:49:00,-49999.8,19668,-136524.66,
2016-01-20 06:50:00,-49623.8,19224.8,-136121.8,
2016-01-20 06:51:00,-49623.8,19265.2,-136121.8,
2016-01-20 06:52:00,-49610.4,19104,-135920.38,
2016-01-20 06:53:00,-49610.4,19224.8,-136135.24,
2016-01-20 06:54:00,-49623.8,19198,-136081.52,
2016-01-20 06:55:00,-49623.8,19278.6,-136121.8,
2016-01-20 06:56:00,-49650.8,19238.4,-136108.38,
2016-01-20 06:57:00,-49650.8,19251.8,-136121.8,
2016-01-20 06:58:00,-49610.4,19238.4,-136135.24,
2016-01-20 06:59:00,-49677.6,19319,-136175.52,
2016-01-20 07:00:00,-49919.2,19547.2,-136511.22,
2016-01-20 07:01:00,-49717.8,19238.4,-136175.52,
