Date,0C Magnetic Field - X ([nT]),0B Magnetic Field - Y ([nT]),0A Magnetic Field - Z ([nT]),
03-14-2015 20:45:00,-4425.59999999998,43152.8,70933.6,
03-14-2015 21:47:00,-4220.8,43019.4,70828.4,
03-14-2015 22:49:00,-3939.6,42694.6,71219.4,
03-14-2015 23:51:00,-4477.00000000002,43308.6,70471.4,
03-15-2015 00:53:00,-4342.20000000001,43439,70614.8,
03-15-2015 02:56:00,-4101.19999999998,43729.6,70854.2,
03-15-2015 03:58:00,-4648.80000000001,43693.2,70419.4,
03-15-2015 05:00:00,-4538.99999999998,43858.2,70630.6,
03-15-2015 06:05:00,-4127.59999999999,43328,71362,
03-15-2015 07:07:00,-4018.20000000002,42760,71026.6,
03-15-2015 08:09:00,-4517.79999999999,43672,70595.6,
03-15-2015 09:11:00,-4294.99999999998,43484,70949.2,
03-15-2015 10:13:00,-3954.2,42717,71566,
03-15-2015 11:15:00,-3911.59999999999,42492.2,71516.8,
03-15-2015 12:17:00,-4420,43375.2,71147,
03-15-2015 13:19:00,-4067.80000000002,43044.8,71362.8,
03-15-2015 14:21:00,-3838.79999999999,42682.8,71350,
03-15-2015 15:23:00,-3799.39999999999,43266.2,71437,
03-15-2015 16:25:00,-3871.19999999999,42917.4,71315.4,
03-15-2015 17:27:00,-4305.40000000002,41918.4,72450.2,
03-15-2015 18:29:00,-4182.80000000002,43021.2,70966,
03-15-2015 19:31:00,-3883.80000000002,43123.6,71421,
03-15-2015 20:33:00,-3910.4,43110.4,71202.4,
03-15-2015 21:35:00,-3975.8,42718.2,71397.8,
03-15-2015 22:37:00,-4258.40000000002,42345,71451.4,
03-15-2015 23:39:00,-4045.59999999998,43141.6,70977,
03-16-2015 00:41:00,-4028.79999999999,43022.8,70835.2,
03-16-2015 01:43:00,-4510.2,43208,70866,
03-16-2015 02:45:00,-4365.80000000002,43285.8,70825,
03-16-2015 03:47:00,-4084.00000000002,43267.8,70818.6,
03-16-2015 04:49:00,-4009.2,42932.6,70979.6,
03-16-2015 05:51:00,-4599.60000000001,44094.2,70167.8,
03-16-2015 06:53:00,-4330.4,43873,70113.8,
03-16-2015 07:55:00,-3992.40000000001,43103.4,71299.6,
03-16-2015 08:57:00,-4039.20000000002,43502,71315.4,
03-16-2015 09:59:00,-4462.00000000001,43688.6,71013.8,
03-16-2015 11:01:00,-4212.39999999998,43028.4,71479.8,
03-16-2015 12:03:00,-3796.40000000001,43104.2,71290,
03-16-2015 13:05:00,-3898.40000000001,42778.8,71362.6,
03-16-2015 14:07:00,-4578.60000000001,43436.6,70841.8,
03-16-2015 15:09:00,-4158.00000000002,43354.4,71531.6,
03-16-2015 16:11:00,-3825.79999999999,42553.8,71697.2,
03-16-2015 17:13:00,-3919.00000000001,42725.8,71439.2,
03-16-2015 18:15:00,-3929.80000000001,42682.8,71891,
03-16-2015 18:16:00,-3777.00000000001,42812.2,71704,
03-16-2015 19:18:00,-4146.20000000001,43335.8,71191,
03-16-2015 20:20:00,-3965,42968.8,71211.4,
03-16-2015 21:22:00,-3948.8,42623.4,71486.2,
03-16-2015 22:24:00,-4370.99999999999,43433.6,71108.2,
03-16-2015 23:26:00,-3920.00000000001,42635.8,71452.2,
03-17-2015 00:28:00,-4084.00000000002,43119.2,71489.4,
03-17-2015 01:30:00,-4223.40000000001,42560.6,71251.6,
03-17-2015 02:32:00,-3948.8,42639.8,71537.4,
03-17-2015 03:34:00,-3778.79999999999,42121.8,71775.6,
03-17-2015 04:36:00,-4471.99999999999,42815.6,71333.2,
03-17-2015 05:38:00,-4081.40000000001,42718.2,71167.2,
03-17-2015 06:40:00,-3934.2,42751,71610.6,
03-17-2015 07:42:00,-3772.8,42206,71464,
03-17-2015 08:44:00,-3781.80000000001,42281.8,71765,
03-17-2015 09:46:00,-4063.99999999998,42630.8,71442.8,
03-17-2015 10:48:00,-3852.39999999998,42569.6,71515.2,
03-17-2015 10:49:00,-3826.39999999999,42557.6,71564,
03-17-2015 10:50:00,-3659.80000000001,42674.4,71370.4,
03-17-2015 10:51:00,-3653.59999999999,42658.6,71387.4,
03-17-2015 10:52:00,-3638.99999999999,42636.4,71394,
03-17-2015 11:54:00,-3716.6,42631.4,71621.2,
03-17-2015 12:56:00,-3731.39999999998,42357,71857.4,
03-17-2015 13:58:00,-4225.00000000001,41965.6,71825.2,
03-17-2015 15:00:00,-3924.40000000001,42783.4,71798.8,
03-17-2015 16:05:00,-3750.79999999999,42843.2,71697.8,
03-17-2015 17:07:00,-3829.40000000001,42798.8,71724.2,
03-17-2015 18:09:00,-4306.6,43826.6,70968.8,
03-17-2015 19:11:00,-3929.99999999999,43001.6,71374.6,
03-17-2015 20:13:00,-3898.40000000001,43051.8,71493.2,
03-17-2015 21:15:00,-4441.40000000002,43473.2,71070.8,
03-17-2015 21:16:00,-4373.19999999999,43390.4,71164.6,
03-17-2015 21:17:00,-4375.60000000001,43396,71154.8,
03-17-2015 21:18:00,-4173.60000000002,43510.6,70977.6,
03-17-2015 21:19:00,-4157.19999999999,43495,70995.8,
03-17-2015 21:20:00,-4090.00000000002,43324.8,71149.8,
03-17-2015 22:22:00,-4192.00000000002,43173,71160.4,
03-17-2015 22:23:00,-4130.79999999999,43095.8,71230,
03-17-2015 22:24:00,-4226.60000000001,43140.2,71240.2,
03-17-2015 22:25:00,-4217,43125,71266.8,
03-17-2015 22:26:00,-4149.40000000001,43155.2,71209,
03-17-2015 22:27:00,-4131.60000000001,43117.8,71261.6,
03-17-2015 22:28:00,-4101.59999999999,43071.8,71293.2,
03-17-2015 22:29:00,-4122.19999999999,43097,71273.2,
03-17-2015 22:30:00,-4305.40000000002,43024.6,71414,
03-17-2015 22:31:00,-4133.59999999998,43167.8,71207.4,
03-17-2015 23:33:00,-3891.59999999999,42917.4,71664.6,
03-17-2015 23:34:00,-3831.6,42874.4,71731,
03-17-2015 23:35:00,-3823,42840.8,71756.2,
03-17-2015 23:36:00,-3911.80000000002,42851,71763.2,
03-17-2015 23:37:00,-3857,42892.6,71710.8,
03-17-2015 23:38:00,-3803.19999999998,42815.4,71791.8,
03-17-2015 23:39:00,-3832.00000000001,42837.2,71764.6,
03-17-2015 23:40:00,-3826.2,42829.4,71769.6,
03-18-2015 00:42:00,-4120.4,43099.8,71091.6,
03-18-2015 00:43:00,-4170.79999999999,43099.4,71134.2,
03-18-2015 00:44:00,-4091.39999999999,43098.6,71102,
03-18-2015 00:45:00,-4042.00000000001,43024.4,71186.6,
03-18-2015 00:46:00,-4026.40000000001,42991.8,71192.8,
03-18-2015 00:47:00,-4026.80000000002,42978.6,71199.6,
03-18-2015 00:48:00,-4017.60000000002,42963.8,71205.2,
03-18-2015 00:49:00,-4014.19999999999,42950.2,71214.8,
03-18-2015 00:50:00,-4043.39999999999,42963,71188,
03-18-2015 00:51:00,-4030.39999999999,42927.8,71221.8,
